#,Source,Company,Title,Published,URL,LLM Extract,Newsletter Section (index),Status,Notes
184,RBI,Industry,LIC Housing Finance Limited Announces Demise of Chief Operating Officer Dr. Sanjay Dayal - scanx.trade,2026-05-10,https://news.google.com/rss/articles/CBMi3AFBVV95cUxNdVZrQlA3d2tac0dVY1BySUhGY3RFSjkwR0Q2TnZnWDdfWVJBNzJpNmhqdWxoTFpHYUZoSVFuSE0yMzZqSS1mRkdGMzAwaHNndG1WZ3hxbk53R0pNSi1CTm12RlEwWm1VUXBFRjdTRHZza2JpZEJDZXVVeWtfMFVyN1MwLXVFVmUwZWE5cnVKTHIzNTJyNHlxZ2ZXXzhuWUg5Q3EycmtZbTB3eUllcWFhNlVaUk8zSnF0cDZsT25vdXc5blJPa244ay1RRkdUeHBiNFo0QTdJVXNJTkJ0?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
185,RBI,Industry,Indian banks avoid fresh Gulf bets as Iran crisis drags on - The Economic Times,2026-05-10,https://news.google.com/rss/articles/CBMi4wFBVV95cUxNU2hucjE1Z3lfY3VqNzFtNUtJaW1oVmcwb1Z3Yy0xdU1YaW5SN2d0VGJsb3o0TW0zSmktUnlZa3RUSHdteWhQVElnRWNLcFdpS3hmSDI2a1RzOWRhZEliOXRNUTdiaTlzUFYzY3pBLTN0eGpOc2IwNWFlUllzcTM4dWZyY0lXVllRSmxaY2I4eHFJN29TSnFlenR4S19hQTFoaktQeVRoY1R6OXpFemZPY3VmRXZZMDNLTGFRc0I1SWZOeVhkeURwTEtOd25ydm5XUUE2WVdiZWpMRGZVVkRETkVLTdIB4wFBVV95cUxNU2hucjE1Z3lfY3VqNzFtNUtJaW1oVmcwb1Z3Yy0xdU1YaW5SN2d0VGJsb3o0TW0zSmktUnlZa3RUSHdteWhQVElnRWNLcFdpS3hmSDI2a1RzOWRhZEliOXRNUTdiaTlzUFYzY3pBLTN0eGpOc2IwNWFlUllzcTM4dWZyY0lXVllRSmxaY2I4eHFJN29TSnFlenR4S19hQTFoaktQeVRoY1R6OXpFemZPY3VmRXZZMDNLTGFRc0I1SWZOeVhkeURwTEtOd25ydm5XUUE2WVdiZWpMRGZVVkRETkVLTQ?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
186,RBI,Industry,Sammaan Capital Certifies Timely NCD Interest Payment Across 8 ISIN Series - scanx.trade,2026-05-10,https://news.google.com/rss/articles/CBMi-gFBVV95cUxNNE40XzNXVUhfLWtHVGs2dm5rMktIZzk1TFNhb3V6Nm05d3BreU42X293S0FITXRvREdYNlY1RFZkY2Y2WUw1aXdjLXUtWmVxSlJrU0FVSDBPNnZ5V1pILXRWQ3oxY3hnV3VHYkp6YkM4NXZCYS1EbVBEOFAwVmhESHNJbFlZN0dVZER3VWJjbHdpYWFQTTR6ZmI0UVJCaXg0WGNFUTd3RDRTWFlabFY1YUQ1U0xOUkZoTUdxSjRlMFJCekluUFdFemtjbGlkcHVIaG5aWUVHekx1dFR1ZXV5Zy1VbmhzdlZ5OXBMbjBoa1VjMjlOYno1YVhR?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
187,RBI,Industry,"CMS bags Rs 400 cr contract to manage 6,000 HDFC Bank ATMs - The Economic Times",2026-05-10,https://news.google.com/rss/articles/CBMi4gFBVV95cUxPekpLOTY1dFN0VnE5aFFOS1gyS2VSQWlNX2hFSi1lVUZYWVN1UlphV3ltbFdMRVlJVTlBcGllZHU5VzFkMm9OcnprZDR5b0xuZ3hadWo4NmdVZ1lnY1J1WUNMUS16cmJfR1IwTUQ1NHBsckdOVFpwUVVLT29scXN5bUV1VVctaDRfXy1admtDT3J3Q2pLMFAyS2lrbVk4ZlRUZkUzMHhnZ3VEUzNqV2lmWU9rTjFzSUROMUdpeW9DSFhKUHhrVTdnYnpmNEItdmN4V2o5YXhBa1JPcDZvMUQxNXp30gHiAUFVX3lxTE96Sks5NjV0U3RWcTloUU5LWDJLZVJBaU1faEVKLWVVRlhZU3VSWmFXeW1sV0xFWUlVOUFwaWVkdTlXMWQyb05yemtkNHlvTG5neFp1ajg2Z1VnWWdjUnVZQ0xRLXpyYl9HUjBNRDU0cGxyR05UWnBRVUtPb2xxc3ltRXVVVy1oNF9fLVp2a0NPcndDakswUDJLaWttWThmVFRmRTMweGdndURTM2pXaWZZT2tOMXNJRE4xR2l5b0NIWEpQeGtVN2diemY0Qi12Y3hXajlheEFrUk9wNm8xRDE1enc?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
188,RBI,Industry,"As India grows richer, banks will have to adjust to thinner margins: Indian Bank CEO - The Economic Times",2026-05-10,https://news.google.com/rss/articles/CBMigwJBVV95cUxPQ1BkTVFPQU1vcWNzMzk3TGtUckNlemozWGhMU3ZyUjNYOWZzclcwTVY4MWV5aUsyaWZYNzZPSzVUeXpvN0lIYjhqc0VPeHp4V3VEUkRzZmxuYzdtVzBaX2tKUXJaRmY3VTJJeVZWUUtEMkhUQ3h5TmFDRmEzU1ktRmxtd2NUMFdWODRfSEtUU2MyQmNfQnJFZEx4TzZyX21OYUZsMDJ1N0s2NTlHT0pIaWlhM0t2WGFxVWFESWx2aS14OW95dHp5VUtWc29DTW1UbnJoa18za2tfZl9jQUVVSmd5ZUxIUGNEM0NfVmh5dnItczQ4Ulg4MTJaSnNTTjFNYUg40gGDAkFVX3lxTE9DUGRNUU9BTW9xY3MzOTdMa1RyQ2V6ajNYaExTdnJSM1g5ZnNyVzBNVjgxZXlpSzJpZlg3Nk9LNVR5em83SUhiOGpzRU94enhXdURSRHNmbG5jN21XMFpfa0pRclpGZjdVMkl5VlZRS0QySFRDeHlOYUNGYTNTWS1GbG13Y1QwV1Y4NF9IS1RTYzJCY19CckVkTHhPNnJfbU5hRmwwMnU3SzY1OUdPSkhpaWEzS3ZYYXFVYURJbHZpLXg5b3l0enlVS1Zzb0NNbVRucmhrXzNra19mX2NBRVVKZ3llTEhQY0QzQ19WaHl2ci1zNDhSWDgxMlpKc1NOMU1hSDg?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
189,RBI,Industry,What Is a Central Bank? Learn Through RBI and ECB’s Latest Agreement - Adda247,2026-05-10,https://news.google.com/rss/articles/CBMilAFBVV95cUxNaVIwNU4tTUlZY3Y3eUgtMDAtSWJsdEt3Q2RpSGVTUnVKTXhaSFVkcmVBMnZwald4bzhzMjZrOGNCT3VUNG43NmEzTENXTi1jWGs4NG1jWksyLS04M1RzakRVSUo4NU5UNVp6c2pLQkhvaG5ZRzQ2WWk4YU5xbU91YjRUX0pzTVJxU2NHY1NEellXMHNt?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
190,RBI,Industry,RBI Action: This private bank has been fined lakhs of rupees for violating KYC rules. - informalnewz,2026-05-10,https://news.google.com/rss/articles/CBMiuwFBVV95cUxOX0VMdVp5WE1lckM3VEpMc0JRX2g5U1FkTFFzbFJ2bnVFRDFlWmlSMGlEVTRlT2czVVJqTXJFQVZHUl83WmFNbnBvdGJlamdVSHJWUU4zY1VGS3ZQQ1NzRHRLcHk1TmtIY1BadC0ySXFQSzB2UGNYc3hBeHc4M3p4djdCbWZwMXhEV01ScVhVN3VKdEtHU295azg4UzB4Ty00Y1NuZEdSVFNYRjBJWHM3bmNTaFVMMElSNy1Z0gG7AUFVX3lxTE5fRUx1WnlYTWVyQzdUSkxzQlFfaDlTUWRMUXNsUnZudUVEMWVaaVIwaURVNGVPZzNVUmpNckVBVkdSXzdaYU1ucG90YmVqZ1VIclZRTjNjVUZLdlBDU3NEdEtweTVOa0hjUFp0LTJJcVBLMHZQY1hzeEF4dzgzenh2N0JtZnAxeERXTVJxWFU3dUp0S0dTb3lrODhTMHhPLTRjU25kR1JUU1hGMElYczduY1NoVUwwSVI3LVk?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
191,RBI,Industry,What Is a Central Bank? Learn Through RBI and ECB’s Latest Agreement - Adda247,2026-05-10,https://news.google.com/rss/articles/CBMijwFBVV95cUxOM1NpUUtROFlTVTFNMEdsWGEzWlBFMmxLMFNFTWJtdFFUZDZyOEZzMWRLclcybkh4TkZNQTJSd2dyVnkzdEVkMlVEcU5Pc3RJZkVmeXBYOFJMeWtBcFozOWxFLUw3NGpnektvSTBzLXA4Wm5UVVVvNGM1UjR1RFhJaUNwTHRvTkdMUk9VSXR1dw?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
192,RBI,Industry,RBI Imposes Penalty on Hinduja Housing Finance Limited Over Governance Lapses - Studycafe,2026-05-11,https://news.google.com/rss/articles/CBMirwFBVV95cUxNQ0g0WlZtb3k4d2RSXzlUMkc0TTlXdmxvT2RHSzBLQjNwYkpobFNwUjZ4MlFRSjhLZTZFb0RoNlpXdE1YTDRHcmhKRHJ6YmhyY05hbERsRF9ZRFlHTmN3b0RaUDg5dng0c0FjVElmWDJTakZjLWhLWE84eC1oUlpHQ1VhMzVfUjBtQkNVbWNQNTRXbVprWXZxQ255V1RXUXBGdV9NVktHeElub2pNWmFB?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
193,RBI,Industry,YES Bank Dips Marginally as RBI Slaps KYC Penalty Despite Q4 Beat - HDFC Sky,2026-05-11,https://news.google.com/rss/articles/CBMiiAFBVV95cUxOS0pCT19DSXZTR21SYloyZUJ2dnVwbnZHNkoxOEF0c2FYVW1LQ3JCSFhvYXhqVFpCb3FjRDlSVTVrQ1JrUTJ5anJoQ29ncGVzVWZOQk1ocXBUaDhWVDhpV2otdG15OHZsMVZKbzMxY1M5NEVKaFJjMHVISVhrNlFWRmlkMllaN3ds?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
194,RBI,Industry,Big banks urge RBI to rethink uniform forex exposure cap - The Economic Times,2026-05-11,https://news.google.com/rss/articles/CBMiygFBVV95cUxNTW9HTXU4SlpETFNqTDlTTVFFa05TODhpVUk5YmxiNzJ5VmdRYzBDZVltRk12anpkUk4zNDUycV9rZ2ZVMWdmWUU3WVJQZ3dVRjVYQ25qd19YNlhmOFZWbkpxREVBMm00Um1JYkJsaXhTbVJFRUhUWklxN0tqVWNMYnE2a1NlTTJRMEdHS09kWWNJUUpCWTMwOW9uSjRXSlFveGY4MEZpclJkNUFVOG9LVENKX3UzRGNqMUhTaTFwRUNia29mWGZRVWVB0gHPAUFVX3lxTE8yRWpfNUdudlNzMG5ZUVc1VE11akhuR3hpMUxYMFQ4SkpRTzFWbFpyUHJIZGxOanhjaHdPVGk3b20tVWlVZEZPaUhyREJxeXIyX3IxNUhmWGVrcVlKUkRUdkVXeFk1Wl81LUVWa0NOZUxwVHhqOXBkMzVVMUtQWVo5OElqOEVtTmRpOWJFYXVyWnQ0ZlY5N3I3bFAxLV9ZS3BtTXBYTnlKNzdqLTdkaFB1TklmLTRTR0dWelExZnBONjM0YlBndlhSSnpRWjZldw?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
195,RBI,Industry,"RBI likely selling dollars to limit rupee's fall, traders say - The Economic Times",2026-05-11,https://news.google.com/rss/articles/CBMiywFBVV95cUxOeGQwdEQ3NV9RbV9pUXpvSGlvLXJiNmdHSFVzeE4wczJIc2tuUmFlTTBselQ0NGR5MFNieFdhSTRpWEtXZ2lmMExDMHBMUm4wMDFBc1lCZzlKOFBnOEVFTndBekJRQ1ZoUWxSMG9kQ0ZqQUFsN2hqWkE2cmZ5QmhMTkN4NUhCalp0enlmQ0ROeUE4NjAyUzJVb2k3WDRXT3Vob1Z2SkgwUl9IVmhBQlZuVUtCTDNWMFU3UW9MTGIyU0VvRVlLT3dib2oxUdIBywFBVV95cUxOeGQwdEQ3NV9RbV9pUXpvSGlvLXJiNmdHSFVzeE4wczJIc2tuUmFlTTBselQ0NGR5MFNieFdhSTRpWEtXZ2lmMExDMHBMUm4wMDFBc1lCZzlKOFBnOEVFTndBekJRQ1ZoUWxSMG9kQ0ZqQUFsN2hqWkE2cmZ5QmhMTkN4NUhCalp0enlmQ0ROeUE4NjAyUzJVb2k3WDRXT3Vob1Z2SkgwUl9IVmhBQlZuVUtCTDNWMFU3UW9MTGIyU0VvRVlLT3dib2oxUQ?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
196,RBI,Industry,"RBI Grade B Officer Lifestyle 2026, Perks, and Career Growth - BankersAdda",2026-05-11,https://news.google.com/rss/articles/CBMicEFVX3lxTFB6MWtpbXN1M0NOa2gtdmVkU2ZUT09PTWxXMkJWMDNIdGF1VDNUSHVGQXZYeTNQQ0J0UlZnNEJCeTNWaHNaZ0NJTkJBcTd2d0RrRnZKNGszZ19EY3QtaUl3MDZQS2pyN0hzOUR2T0FUQ3E?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
197,RBI,Industry,SRG Housing Finance Releases Q4 FY26 Call Recording - scanx.trade,2026-05-12,https://news.google.com/rss/articles/CBMi0AFBVV95cUxOQjhmT05saFRNOHFWX3AxSlVabVp2LXBKUVk1SWlmWHVoQjYyWXdVb25CTmZWRUpIVTROR1FaSFFsSkVtby1PcTlPZGUzU3I3aXUzY0FEN0lVNDkyT2c2MjMyemJLYnZVaF9zSEZBTmJxWlNkcXBvejVFRURmbzlsSG5pcGRtU3BOajNOa3E0N0cxd3dlcmdqb2xmVXgzdHpHbElBTGJEb3FIUVRDZHRsSGNUeFJ3c0lCRGp5S245NEh6Z1BiRjQyNlZQZnpzNENU?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
198,RBI,Industry,"RBI Penalises YES Bank, Hinduja Housing Finance for KYC and Governance Violations - Outlook Money",2026-05-12,https://news.google.com/rss/articles/CBMitAFBVV95cUxOMTNKS3JlMVFldnRXSFQxQXJDQ3FwckJQVzdZb0hhRXZ5RkRXaU5EMFgyNTBtSmZrMXc2ZUZNUTJtVE0xdHVLNGVpaTluN1VFdDdjQVAzSzc4Z0RJSzJCTEY4SWpWMGp5eFdMY3ZDUWNKQXAtRWpuZFdJdDFkUXd5TzVVc0U3YnVxWnc0UWJXUVVObkVFTkN2WUVIb2lIU3NPTkNUdjhVZXd6M1RBRGlMWWJ5ZTHSAcIBQVVfeXFMTXV0X3VfQ1d2WktXbUpKZnJlczNscW9CdktveFNnbEFYaDdreC0wd3FHcFlDOGQya3NGOXNfU3hIbjU4TlB5dFVOVHpHRllkRlk2RHhPQlo3bWVPOGRQcjhJdGpmSmxYempSd29jQURNenVYVERPUUlHRGtXZnE4N3I2SW9OaDhBNHpQaGxVeDIyWFlwR1JkYmdGcERPMXNSZVJaMldiZ3hvdm5CMFQtM1VFV0h5OVRIN3duTzNFdVktTHc?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
199,RBI,Industry,"SRG Housing Finance Allots 4,400 Equity Shares Under ESOS-2023, Paid-Up Capital Rises to Rs. 15,70,62,380 - scanx.trade",2026-05-12,https://news.google.com/rss/articles/CBMi8gFBVV95cUxPR3JnQzZaT1dVS1RtUENFcmxGc2k2QXZkb295M2xHTDlzbklZMm4tZTY5S1p4VEpLM2JtQ3laNzExTzNoR1NYUF9Kd0dZYS1wNWNwOHNxZVg3Tms3WkVIZDAyYXluSjA5d2Jfa2FCUkhjZzRRaExaalQ0UjRJalN3STlWRlpvbWRVMEFacHhpLVBNS3hVd2ZPRzB6blJyZXZlejdEYTIzQmItWnl4Wi1MTVhXbVplTlpTNUxwQlZkU29XVUphN2gxdXJFWDk0UXIxYkstR1hYdEdkX29sWjhzSjNSbExBcnh1SUhvRzliZ3gyQQ?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
200,RBI,Industry,"Bajaj Housing Finance Allots 95,500 NCDs Worth ₹955 Crore at 7.90% Coupon Rate - scanx.trade",2026-05-12,https://news.google.com/rss/articles/CBMi9AFBVV95cUxNQ25nemhsX3dicENCNGJ4elNiQ0VnWU10MGtKS05WQzhmVHhyRmVsV0g3TlNkbHdGd3RqeUZjS3dTVDFpNXFDcG1BM042Q2tfaHZ4c0JpTXV1c2g5WVp4Nkl0MU16N2hGeWpmU1NvN3pyY0hsNlVfbDVwbDNpRkNPQl9YNEpRbERINjhwUklnTmcxZ3I5ZlBNNUNjRi10VnRoNjY3UVdxWFp6MGRsMmFPeEI3aC1UX19BRHdXRllKcGFLNnM2Z1NIcVVVR21ORDVGWTRlX0lTWU1jS1ZzODhOY1JOVlJ4OWZJOU1xZE5OdVFHOEJz?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
201,RBI,Industry,"Economic Survey 2013: Bringing down fiscal deficit to 5.1% a welcome surprise, says Dr Bimal Jalan, Former RBI Governor - The Economic Times",2026-05-12,https://news.google.com/rss/articles/CBMilgJBVV95cUxPZzg4aHlGbWdlYnNDY200VElPM0NpWU4wU2d3dkkyOGY0eVVEcGNWQXZuYXhMRUdDWnFCSDJfMTdRc2lzaTFRVzNJZjdLVG5NOGNjTjRGSXRXanpkRWt4QkhnMmRaaFlVX29rWHRRNzBEek9tOHZzbEVHa2o3YjUwYkF0b1Jaclp4TWZiSTdYaHhlSkU2S0hhb3JiNGpJWE5fZ2FxdFZCb3AwelhHWXRGcVREN0JIN24wTkJWQ1ExZDAzeDdGXzRuaUdTaTZTMktwdy1jd3ZLVDRoT0R3TXB2Y3hIcTRUUjFQblBGQmhFamJEWFlsMjZ2aXJPeGxXSFU1ZjhLTG5DUk1zcmNLcGE2U3dIdXQtUQ?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
202,RBI,Industry,"LIC HFL Admit Card 2026, Download Junior Assistant Call Letter - Adda247",2026-05-12,https://news.google.com/rss/articles/CBMiXEFVX3lxTE1ja01WWVlpLWlmS2ZObEpMMFBBcjVfaFNWNXQ4VzctSkRLZThNMTBUNS1oSU8wbW4wMjJFaV9aaWZGRGd0MDFvb2R4VTRPZWFqVjRXR2lSYUZlUXU1?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
203,RBI,Industry,"SRG Housing Finance Q4FY26 Investor Presentation: AUM Crosses INR 10,422 Mn - scanx.trade",2026-05-13,https://news.google.com/rss/articles/CBMi2gFBVV95cUxOWm56N2xNcWtiWldlaGExRjZNc3M4S0dZeEVyT3RpeUNVS2poU21LbHB6ZXhyY0piVTRja2Yxb09kQjNURW1od1VrckpKSjFpYWFUUHhpZUVpb2FkRENtOWR1dTY1V01QWGduTFktaGJTQmx5VWY2SEVIRUFUYXVrS3prMUFrTHZNdUQyU05RQTRnY1pxTTBPNWpzdXNPbXZqVjFxNlNHVHhkb2Q5NlBHV0FEaXBkR1VhVzBvU1Q2WEVERTc0WERLNXB2cE50MjRud2h4RHVJWVBwZw?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
204,RBI,Industry,Shivalik Small Bank closes in on ManiBhavnam Home Finance - The Economic Times,2026-05-13,https://news.google.com/rss/articles/CBMi4gFBVV95cUxOT3h1bmJUYjVZTWVQNHVfMTA0OUptX2xDdkFuWWVMaXc0SVFpa2kyQmhtOUFwYldlZUYwSmlnMnlZSXZDbng1dFVENXVYNlVkT3dBbUctQmVzOUUwalEwOURqVFY0eVdVZE8yRm9FNWk4ZmdTd1ZzbHdxQ0k5cExnRWNiZDVZNlFQdGRTY29VemEtcmxKRlNfWlpTRE96eE91OWxlUnlLTFN0M3BmVUl2UnZ2OVlxYmNYbkFpNF9oRkZMMGNNRnBPd0RHbHl1Tk5ReFNxZ2JKeElyLTk0bkRDTURn0gHiAUFVX3lxTE5PeHVuYlRiNVlNZVA0dV8xMDQ5Sm1fbEN2QW5ZZUxpdzRJUWlraTJCaG05QXBiV2VlRjBKaWcyeVlJdkNueDV0VUQ1dVg2VWRPd0FtRy1CZXM5RTBqUTA5RGpUVjR5V1VkTzJGb0U1aThmZ1N3VnNsd3FDSTlwTGdFY2JkNVk2UVB0ZFNjb1V6YS1ybEpGU19aWlNET3p4T3U5bGVSeUtMU3QzcGZVSXZSdnY5WXFiY1huQWk0X2hGRkwwY01GcE93REdseXVOTlF4U3FnYkp4SXItOTRuRENNRGc?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
205,RBI,Industry,"LIC Housing Finance Q4 profit rises 9.4% to Rs 1,497 crore on lower provisions - The Economic Times",2026-05-13,https://news.google.com/rss/articles/CBMi8AFBVV95cUxOXzJXWmN4NmdfcnFzYTktb0ZnM2J4cF9zdGVVODhjWVZiZmNLRW5IV0VKRDNQTVN5WFJ4Z0l0TzdjUTRnemV5N0JMQTZPZzdpNEdUZ0xoVTh2Q2VraVpNei1tYWJUTjc3d1JUY2NkM09vamZrUzJMY1AwOE5DTXBuZkMxVUJLMGZDc05EUkpKSFg0c1pBVU0zb2RUcTRTUW44YV9BMDF4RDhDcm1XbGgwMzhpeDdqMVZLVkMyTFFZR1NjZGdRY2FSQjYzQ05Ca3VYd1ZqRDRycnpaRXlYZlBRaWh0UTB5blVEWXBrY3lMakrSAfABQVVfeXFMTl8yV1pjeDZnX3Jxc2E5LW9GZzNieHBfc3RlVTg4Y1lWYmZjS0VuSFdFSkQzUE1TeVhSeGdJdE83Y1E0Z3pleTdCTEE2T2c3aTRHVGdMaFU4dkNla2laTXotbWFiVE43N3dSVGNjZDNPb2pma1MyTGNQMDhOQ01wbmZDMVVCSzBmQ3NORFJKSkhYNHNaQVVNM29kVHE0U1FuOGFfQTAxeEQ4Q3JtV2xoMDM4aXg3ajFWS1ZDMkxRWUdTY2RnUWNhUkI2M0NOQmt1WHdWakQ0cnJ6WkV5WGZQUWlodFEweW5VRFlwa2N5TGpK?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
206,RBI,Industry,Outward remittances: NBFCs don't need prior RBI nod for dealer tie-ups - The Economic Times,2026-05-13,https://news.google.com/rss/articles/CBMi4AFBVV95cUxOQUIyYzQ1ZkpVUDctcWlZZkRob1RfTkZseDhvVDRQMFpmMGs1YWI0STdubjFFQ0hiVHZZd2x1U0M1VE9xN0NacExLclAzcGUyUVVrSFIyY19neFNrcEtQY0VuYnZsbW9VQlNvUjdrNEZNcG45TDNodi1vbDA4U2txdDNvNnJyQ0RIaTQ0X3NnTlg3WVduQ1J3YkQzX3Q4dlVPSkc1dmZZVWlXU3I0M0ZIVnc0QjhpOTlkNnJxTXpkWnVjMVQ5aC12eDZzTlJYcHE0Mkh4VjFaNm5xQ25RelZLRNIB5gFBVV95cUxPNTFuNHpzN3JZSU1zZFFhZjloYUppczcyNjlpS0JHZHNUWXlIOWZ2WjZ2VXJJMFJyblgtajk4c3BHb0NNOS1yLTNxNnRXMlR3aEp5Q2RNbHRMUEc5cWhxcWVSTnRydDdwVVo1T3lXdElCbEU2b3djNWkwWFdTRExzNW1NQkpDcHlnQzVHRW9qTjV3STNza09nVmwxY1NMelYwRTJDTEJMV2w5TVNjcHNDeHY3UFNBdllxZGVjZ1BpYlo1VU5jRnFiYmdxUWdsTDBERW5HdTVWM1BhNloxQ2JyUUpqcTd6Zw?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
207,RBI,Industry,"Cabinet approves ₹20,667 crore Ahmedabad-Dholera semi high-speed rail project - The Economic Times",2026-05-13,https://news.google.com/rss/articles/CBMinAFBVV95cUxPNjhYVm96dWZoUmt0VTBEVVExRDc0TnFKTXlfNG5DNlItTWZQQ1A0cFZKeE51UjlKV25jektxLVpWVjY2SUhuWFdJQ3hYTmU1VEpHS3lfWVZQcDg1aE1wbWRqRVVWaERXamN0X01NWENnVngwVGFzYmRiR0luT3BSNG8tRWN1aUp6T0VhUHRlcHdRWnBfMlNIazVzUDTSAfcBQVVfeXFMT3FnUnJGV29aelV4NXp5Mk1ZSGJBZzBOQ2RkUTRUTWZySDFRbWE5cVRrY2F2elk3Z21MNEo1UlhrMkhqV0hRXzB1REMyWFFwQkUxSE1udHlBa04ta1M0bHZGMndRaXhJekZaUDV5QlpmUjFyclZCOVhVQnpXNkE5SUZnd24xNUV2RmVwcUZ6MFNvenRYdTlIeVR2NmUtQjRUaXFLbDlGY0s4YmZkVS1YaUtQVFNjSWZmSXZIX3g5TUxTRHhITzBOdG1RR2Z0V3QxNVVGQWVtN2N5WHJOZUNnY0F0NW9PUkkxZF9IdUhMWVpua3ZEb1lsYw?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
208,RBI,Industry,"RBI cancels licence of Sarvodaya Co-operative Bank in Mumbai over inadequate capital, financial concerns - India's News.Net",2026-05-13,https://news.google.com/rss/articles/CBMi3gFBVV95cUxObUh1LTN4S29XbWVTa1V1YXJFLXFPV0ZBbEVSMkVCMXY4dnhNSGlCNXVwREl5SGhNbW5NNW84RGdEd0YwdklFVDUxM1E0dmlBOEs3X0g1Zlh1ZlhOY083Zm5MVWRwYUljN1BicFZuc1pMTUZhdlYtcm9YczQ3N2VTd1FiSmJtQ1pHMGF1MDc0Rml5a2pTbFQ3YWZkVW5GcWE0eTJ0ZEJQdXEtV18tMS0xM0NSV1hZNVdyakR2WTJzSkNjRDd2Qmgtc1RyRmxDZTNFWFdWQktkVF9VUUlaX3c?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
209,RBI,Industry,"Airtel plans Rs 28,000 crore share swap: Deal with ICIL to raise parent’s stake in Airtel Africa & Mittal - The Economic Times",2026-05-13,https://news.google.com/rss/articles/CBMitwJBVV95cUxPZHNyMy1RRno0eFQ3c1hSUkNHczhzTmw3cllUd0ZSbU5lU0pHb1pqdGZMa1prMDNvNjc5RU9xTkc1cVpWeEZ2aFVYSjRONUtsWUxrNFNXdWdGd1JsRlAydlZLOW00SWJXVUhTeGdta0g3c3dtTHBOdmRGRklEZnU4RGdubXVhQ1lpTW9IVm92YUJaWWZlTEZycS12WlRlel9wMnlxMXpkUXZVNFFvakRIM2EweTFRMVBGTnY2SW0xNDdMQXZnZDRTR0M4UlBCSG52bkJHWUhPSkoxcDRfeU5aNFhjbTlNcDdtZUJZcnhoOTM1SXZqSWphdVNwZTJNSmlzVGxfcXJ3eTA0aVVmdDc0QV9rN0NxSUx4dGVKT1VYN3ZiaWFteXlvT09fYlA1b2pXYzhZVnp5c9IBtwJBVV95cUxPZHNyMy1RRno0eFQ3c1hSUkNHczhzTmw3cllUd0ZSbU5lU0pHb1pqdGZMa1prMDNvNjc5RU9xTkc1cVpWeEZ2aFVYSjRONUtsWUxrNFNXdWdGd1JsRlAydlZLOW00SWJXVUhTeGdta0g3c3dtTHBOdmRGRklEZnU4RGdubXVhQ1lpTW9IVm92YUJaWWZlTEZycS12WlRlel9wMnlxMXpkUXZVNFFvakRIM2EweTFRMVBGTnY2SW0xNDdMQXZnZDRTR0M4UlBCSG52bkJHWUhPSkoxcDRfeU5aNFhjbTlNcDdtZUJZcnhoOTM1SXZqSWphdVNwZTJNSmlzVGxfcXJ3eTA0aVVmdDc0QV9rN0NxSUx4dGVKT1VYN3ZiaWFteXlvT09fYlA1b2pXYzhZVnp5cw?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
